"Mês","Região","Variável","Indústria geral","Indústrias extrativas","Indústrias de transformação"
"janeiro 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.4","-2.8","2.3"
"janeiro 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.8","-15.1","1.6"
"janeiro 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.8","-15.1","1.6"
"janeiro 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-1.0","-11.1","0.5"
"fevereiro 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","91.90105","92.83281","91.78329"
"fevereiro 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.86259","101.35062","101.67667"
"fevereiro 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.7","-1.4","0.4"
"fevereiro 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.3","0.4","-0.4"
"fevereiro 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.5","-8.3","0.6"
"fevereiro 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-1.2","-10.5","0.2"
"março 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","90.76051","96.45762","90.04050"
"março 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","94.01381","102.88707","92.31865"
"março 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-7.7","1.5","-9.2"
"março 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-3.9","-0.4","-4.3"
"março 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-1.7","-5.8","-1.1"
"março 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-1.0","-9.5","0.3"
"abril 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","70.24669","93.62773","67.29175"
"abril 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","75.48285","100.72048","71.61828"
"abril 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-19.7","-2.1","-22.4"
"abril 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-27.7","9.7","-31.8"
"abril 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-8.3","-2.5","-9.1"
"abril 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-2.9","-7.2","-2.3"
"maio 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","82.93598","94.63612","81.45730"
"maio 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","81.33731","95.95676","79.14402"
"maio 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","7.8","-4.7","10.5"
"maio 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-21.8","-5.8","-23.7"
"maio 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-11.3","-3.2","-12.4"
"maio 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-5.4","-6.3","-5.3"
"junho 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","91.33918","100.22759","90.21584"
"junho 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","89.52587","100.92902","88.39479"
"junho 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","10.1","5.2","11.7"
"junho 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-8.7","-1.2","-9.6"
"junho 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-10.8","-2.8","-11.9"
"junho 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-5.6","-5.1","-5.7"
"julho 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","106.03440","113.13214","105.13738"
"julho 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","97.57780","107.29820","96.31677"
"julho 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","9.0","6.3","9.0"
"julho 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-2.6","1.4","-3.1"
"julho 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-9.5","-2.2","-10.5"
"julho 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-5.6","-4.3","-5.8"
"agosto 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","109.41676","116.38574","108.53601"
"agosto 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.68178","106.51524","100.12174"
"agosto 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","3.2","-0.7","4.0"
"agosto 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-2.4","-1.8","-2.5"
"agosto 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-8.6","-2.1","-9.4"
"agosto 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-5.7","-4.3","-5.9"
"setembro 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.13157","108.98349","111.40305"
"setembro 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.36021","103.05659","103.88935"
"setembro 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","2.7","-3.2","3.8"
"setembro 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.9","-4.2","5.0"
"setembro 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-7.1","-2.3","-7.7"
"setembro 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-5.4","-4.4","-5.6"
"outubro 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","113.42905","107.54725","114.17240"
"outubro 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","104.99364","101.92822","105.60486"
"outubro 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.6","-1.1","1.7"
"outubro 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.3","-6.1","1.1"
"outubro 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-6.3","-2.8","-6.7"
"outubro 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-5.5","-4.3","-5.7"
"novembro 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","105.13475","97.39743","106.11261"
"novembro 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","105.43452","98.69452","106.21520"
"novembro 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.4","-3.2","0.6"
"novembro 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.6","-9.1","4.1"
"novembro 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-5.5","-3.3","-5.7"
"novembro 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-5.2","-4.2","-5.3"
"dezembro 2020","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","97.10610","104.56721","96.16315"
"dezembro 2020","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","104.90825","100.69913","105.41725"
"dezembro 2020","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.5","2.0","-0.8"
"dezembro 2020","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","8.3","-3.9","10.2"
"dezembro 2020","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-4.5","-3.4","-4.6"
"dezembro 2020","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-4.5","-3.4","-4.6"
"janeiro 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","95.45141","102.00902","94.62264"
"janeiro 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","105.55842","104.94923","105.85468"
"janeiro 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.6","4.2","0.4"
"janeiro 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.4","0.3","2.6"
"janeiro 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.4","0.3","2.6"
"janeiro 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-4.2","-2.0","-4.5"
"fevereiro 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","92.15339","86.65218","92.84865"
"fevereiro 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","104.11077","101.03270","104.52352"
"fevereiro 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.4","-3.7","-1.3"
"fevereiro 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.3","-6.7","1.2"
"fevereiro 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.3","-3.0","1.9"
"fevereiro 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-4.2","-2.5","-4.4"
"março 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","100.31730","96.49411","100.80049"
"março 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.95353","101.32250","101.66403"
"março 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-2.1","0.3","-2.7"
"março 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","10.5","0.0","12.0"
"março 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.4","-2.0","5.2"
"março 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-3.1","-2.5","-3.2"
"abril 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","94.72257","97.07546","94.42521"
"abril 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.06662","104.67830","99.10200"
"abril 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.9","3.3","-2.5"
"abril 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","34.8","3.7","40.3"
"abril 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","10.5","-0.6","12.1"
"abril 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","1.2","-2.8","1.7"
"maio 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","102.95969","105.64588","102.62020"
"maio 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.18189","106.17895","100.37249"
"maio 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.1","1.4","1.3"
"maio 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","24.1","11.6","26.0"
"maio 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","13.2","1.8","14.8"
"maio 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","4.9","-1.5","5.8"
"junho 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","102.41462","104.30881","102.17523"
"junho 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.80246","104.93849","100.39157"
"junho 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.4","-1.2","0.0"
"junho 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","12.1","4.1","13.3"
"junho 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","13.0","2.2","14.5"
"junho 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","6.6","-1.1","7.7"
"julho 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","107.53425","109.99110","107.22375"
"julho 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.27820","103.24472","98.94214"
"julho 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.5","-1.6","-1.4"
"julho 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.4","-2.8","2.0"
"julho 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","11.0","1.4","12.4"
"julho 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","7.0","-1.4","8.2"
"agosto 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","108.81356","114.72825","108.06605"
"agosto 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.41758","105.83918","98.54179"
"agosto 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.1","2.5","-0.4"
"agosto 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.6","-1.4","-0.4"
"agosto 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","9.3","1.0","10.5"
"agosto 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","7.2","-1.4","8.4"
"setembro 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","106.61016","112.51948","105.86333"
"setembro 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.05907","105.50646","98.71934"
"setembro 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.4","-0.3","0.2"
"setembro 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-4.1","3.2","-5.0"
"setembro 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","7.6","1.2","8.4"
"setembro 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","6.5","-0.8","7.5"
"outubro 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","104.56847","102.42024","104.83996"
"outubro 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","98.66785","98.52473","98.76271"
"outubro 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.4","-6.6","0.0"
"outubro 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-7.8","-4.8","-8.2"
"outubro 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","5.7","0.6","6.4"
"outubro 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","5.7","-0.6","6.5"
"novembro 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","100.55820","101.88696","100.39026"
"novembro 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","98.67817","102.66631","98.21991"
"novembro 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.0","4.2","-0.5"
"novembro 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-4.4","4.6","-5.4"
"novembro 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.7","1.0","5.2"
"novembro 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","5.0","0.5","5.6"
"dezembro 2021","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","92.29860","106.40551","90.51574"
"dezembro 2021","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.24859","102.20981","99.75531"
"dezembro 2021","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.6","-0.4","1.6"
"dezembro 2021","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-5.0","1.8","-5.9"
"dezembro 2021","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.9","1.0","4.3"
"dezembro 2021","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.9","1.0","4.3"
"janeiro 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","90.12692","95.86896","89.14802"
"janeiro 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.00043","98.96809","100.08415"
"janeiro 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.2","-3.2","0.3"
"janeiro 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-5.6","-6.0","-5.8"
"janeiro 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-5.6","-6.0","-5.8"
"janeiro 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.3","0.5","3.6"
"fevereiro 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","89.76868","87.37175","90.17731"
"fevereiro 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.94294","102.05196","100.95223"
"fevereiro 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.9","3.1","0.9"
"fevereiro 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-2.6","0.8","-2.9"
"fevereiro 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-4.1","-2.9","-4.3"
"fevereiro 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.1","1.1","3.3"
"março 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","98.37445","97.30280","98.55714"
"março 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.08569","102.32737","99.86663"
"março 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.8","0.3","-1.1"
"março 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-1.9","0.8","-2.2"
"março 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-3.4","-1.6","-3.6"
"março 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.0","1.1","2.2"
"abril 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","94.63148","95.78282","94.43520"
"abril 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.74937","102.58048","100.31741"
"abril 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.7","0.2","0.5"
"abril 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.1","-1.3","0.0"
"abril 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-2.5","-1.5","-2.7"
"abril 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.0","0.7","-0.2"
"maio 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","102.66461","95.17081","103.94214"
"maio 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.24153","96.79881","100.73189"
"maio 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.5","-5.6","0.4"
"maio 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.3","-9.9","1.3"
"maio 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-2.1","-3.4","-1.9"
"maio 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-1.7","-1.0","-1.8"
"junho 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","101.79733","98.39108","102.37802"
"junho 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.18837","97.47672","100.75049"
"junho 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.1","0.7","0.0"
"junho 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.6","-5.7","0.2"
"junho 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-1.8","-3.8","-1.5"
"junho 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-2.6","-1.8","-2.7"
"julho 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","107.14913","105.73596","107.39005"
"julho 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.07695","100.21281","101.21255"
"julho 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.9","2.8","0.5"
"julho 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.4","-3.9","0.2"
"julho 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-1.6","-3.8","-1.3"
"julho 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-2.8","-1.9","-2.9"
"agosto 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","110.72404","106.80680","111.39185"
"agosto 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.79392","96.64701","99.95893"
"agosto 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.3","-3.6","-1.2"
"agosto 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.8","-6.9","3.1"
"agosto 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-1.1","-4.2","-0.7"
"agosto 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-2.6","-2.4","-2.6"
"setembro 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","105.56805","105.16354","105.63701"
"setembro 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","98.15202","98.95899","98.57134"
"setembro 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.6","2.4","-1.4"
"setembro 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-1.0","-6.5","-0.2"
"setembro 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-1.1","-4.5","-0.6"
"setembro 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-2.3","-3.3","-2.1"
"outubro 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","105.86250","112.64665","104.70595"
"outubro 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.77970","108.06080","98.74840"
"outubro 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.7","9.2","0.2"
"outubro 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.2","10.0","-0.1"
"outubro 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.9","-3.1","-0.6"
"outubro 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-1.5","-2.0","-1.4"
"novembro 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","101.38154","98.15732","101.93120"
"novembro 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.78074","99.11734","99.89016"
"novembro 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.0","-8.3","1.2"
"novembro 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.8","-3.7","1.5"
"novembro 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.7","-3.1","-0.4"
"novembro 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-1.1","-2.7","-0.8"
"dezembro 2022","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","91.95129","101.60158","90.30612"
"dezembro 2022","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.92425","96.77487","99.90503"
"dezembro 2022","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.1","-2.4","0.0"
"dezembro 2022","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.4","-4.5","-0.2"
"dezembro 2022","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.7","-3.2","-0.4"
"dezembro 2022","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-0.7","-3.2","-0.4"
"janeiro 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","90.39570","97.83428","89.12758"
"janeiro 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.71347","103.46713","99.03751"
"janeiro 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.2","6.9","-0.9"
"janeiro 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.3","2.1","0.0"
